Individual 	Attrition	Age	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EmployeeCount	EmployeeNumber	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StandardHours	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
Ind359	No	36	3	845	1	1	5	2	1	479	4	2	45	3	2	1	4	1	6653	15276	4	2	15	3	2	80	0	7	6	3	1	0	0	0
Ind360	No	36	2	541	1	3	4	2	1	481	1	1	48	2	3	1	4	2	9699	7246	4	2	11	3	1	80	1	16	2	3	13	9	1	12
Ind361	No	57	1	593	2	1	4	2	1	482	4	1	88	3	2	5	3	2	6755	2967	2	2	11	3	3	80	0	15	2	3	3	2	1	2
Ind362	No	40	1	1171	2	10	4	1	1	483	4	2	46	4	1	3	3	2	2213	22495	3	1	13	3	3	80	1	10	3	3	7	7	1	7
Ind363	No	21	3	895	1	9	2	2	1	484	1	1	39	3	1	7	4	1	2610	2851	1	2	24	4	3	80	0	3	3	2	3	2	2	2
Ind364	Yes	33	1	350	1	5	3	3	1	485	4	2	34	3	1	7	3	1	2851	9150	1	1	13	3	2	80	0	1	2	3	1	0	0	0
Ind365	No	37	1	921	2	10	3	2	1	486	3	2	98	3	1	3	1	2	3452	17663	6	2	20	4	2	80	1	17	3	3	5	4	0	3
Ind366	No	46	3	1144	2	7	4	2	1	487	3	2	30	3	2	4	3	2	5258	16044	2	2	14	3	3	80	0	7	2	4	1	0	0	0
Ind367	Yes	41	2	143	1	4	3	3	1	488	1	1	56	3	2	1	2	1	9355	9558	1	2	18	3	3	80	0	8	5	3	8	7	7	7
Ind368	No	50	1	1046	2	10	3	4	1	491	4	1	100	2	3	5	4	1	10496	2755	6	2	15	3	4	80	0	20	2	3	4	3	1	3
Ind369	Yes	40	1	575	1	22	2	3	1	492	3	1	68	2	2	1	3	2	6380	6110	2	1	12	3	1	80	2	8	6	3	6	4	1	0
Ind370	No	31	1	408	2	9	4	1	1	493	3	1	42	2	1	2	2	1	2657	7551	0	1	16	3	4	80	0	3	5	3	2	2	2	2
Ind371	Yes	21	1	156	1	12	3	1	1	494	3	2	90	4	1	7	2	1	2716	25422	1	2	15	3	4	80	0	1	0	3	1	0	0	0
Ind372	No	29	1	1283	2	23	3	1	1	495	4	1	54	3	1	2	4	1	2201	18168	9	2	16	3	4	80	0	6	4	3	3	2	1	2
Ind373	No	35	1	755	2	9	4	1	1	496	3	1	97	2	2	5	2	1	6540	19394	9	2	19	3	3	80	0	10	5	3	1	1	0	0
Ind374	No	27	1	1469	2	1	2	2	1	497	4	1	82	3	1	3	2	3	3816	17881	1	2	11	3	2	80	1	5	2	3	5	2	0	4
Ind375	No	28	1	304	1	9	4	1	1	498	2	1	92	3	2	1	4	1	5253	20750	1	2	16	3	4	80	0	7	1	3	7	5	0	7
Ind376	No	49	1	1261	2	7	3	6	1	499	2	1	31	2	3	5	3	1	10965	12066	8	2	24	4	3	80	0	26	2	3	5	2	0	0
Ind377	No	51	1	1178	1	14	2	1	1	500	3	2	87	3	2	1	4	2	4936	14862	4	2	11	3	3	80	1	18	2	2	7	7	0	7
Ind378	No	36	1	329	2	2	3	1	1	501	4	2	96	3	1	2	3	2	2543	11868	4	2	13	3	2	80	1	6	3	3	2	2	2	2
Ind379	Yes	34	3	1362	1	19	3	3	1	502	1	1	67	4	2	1	4	1	5304	4652	8	1	13	3	2	80	0	9	3	2	5	2	0	4
Ind380	No	55	1	1311	2	2	3	1	1	505	3	2	97	3	4	6	4	1	16659	23258	2	1	13	3	3	80	0	30	2	3	5	4	1	2
Ind381	No	24	1	1371	1	10	4	3	1	507	4	2	77	3	2	1	3	3	4260	5915	1	1	12	3	4	80	1	5	2	4	5	2	0	3
Ind382	No	30	1	202	1	2	1	4	1	508	3	1	72	3	1	7	2	2	2476	17434	1	2	18	3	1	80	1	1	3	3	1	0	0	0
Ind383	Yes	26	2	575	2	3	1	4	1	510	3	1	73	3	1	2	1	1	3102	6582	0	2	22	4	3	80	0	7	2	3	6	4	0	4
Ind384	No	22	1	253	2	11	3	2	1	511	1	2	43	3	1	2	2	2	2244	24440	1	2	13	3	4	80	1	2	1	3	2	1	1	2
Ind385	No	36	1	164	1	2	2	2	1	513	2	1	61	2	3	1	3	2	7596	3809	1	2	13	3	2	80	2	10	2	3	10	9	9	0
Ind386	Yes	30	2	464	2	4	3	4	1	514	3	1	40	3	1	2	4	1	2285	3427	9	1	23	4	3	80	0	3	4	3	1	0	0	0
Ind387	No	37	1	1107	2	14	3	1	1	515	4	2	95	3	1	3	1	3	3034	26914	1	2	12	3	3	80	1	18	2	2	18	7	12	17
Ind388	No	40	1	759	1	2	2	3	1	516	4	2	46	3	2	1	2	3	5715	22553	7	2	12	3	3	80	2	8	5	3	5	4	1	3
Ind389	No	42	1	201	2	1	4	1	1	517	2	2	95	3	1	3	1	3	2576	20490	3	2	16	3	2	80	1	8	5	3	5	2	1	2
Ind390	No	37	1	1305	2	10	4	1	1	518	3	1	49	3	2	4	2	1	4197	21123	2	1	12	3	4	80	0	18	2	2	1	0	0	1
Ind391	No	43	1	982	2	12	3	1	1	520	1	1	59	2	4	8	2	3	14336	4345	1	2	11	3	3	80	1	25	3	3	25	10	3	9
Ind392	No	40	1	555	2	2	3	2	1	521	2	2	78	2	2	3	3	2	3448	13436	6	2	22	4	2	80	1	20	3	3	1	0	0	0
Ind393	No	54	1	821	2	5	2	2	1	522	1	1	86	3	5	8	1	2	19406	8509	4	2	11	3	3	80	1	24	4	2	4	2	1	2
Ind394	No	34	3	1381	1	4	4	3	1	523	3	2	72	3	2	1	3	2	6538	12740	9	2	15	3	1	80	1	6	3	3	3	2	1	2
Ind395	No	31	1	480	2	7	2	2	1	524	2	2	31	3	2	4	1	2	4306	4156	1	2	12	3	2	80	1	13	5	1	13	10	3	12
Ind396	No	43	2	313	2	21	3	2	1	525	4	1	61	3	1	3	4	2	2258	15238	7	2	20	4	1	80	1	8	1	3	3	2	1	2
Ind397	No	43	1	1473	2	8	4	6	1	526	3	2	74	3	2	5	3	3	4522	2227	4	1	14	3	4	80	0	8	3	3	5	2	0	2
Ind398	No	25	1	891	1	4	2	1	1	527	2	2	99	2	2	1	4	1	4487	12090	1	1	11	3	2	80	0	5	3	3	5	4	1	3
Ind399	No	37	3	1063	2	25	5	2	1	529	2	2	72	3	2	2	3	2	4449	23866	3	1	15	3	1	80	2	15	2	3	13	11	10	7
Ind400	No	31	1	329	2	1	2	1	1	530	4	1	98	2	1	3	1	2	2218	16193	1	2	12	3	3	80	1	4	3	3	4	2	3	2
Ind401	No	39	2	1218	2	1	1	1	1	531	2	1	52	3	5	6	3	3	19197	8213	1	1	14	3	3	80	1	21	3	3	21	8	1	6
Ind402	No	56	2	906	1	6	3	1	1	532	3	2	86	4	4	1	1	2	13212	18256	9	2	11	3	4	80	3	36	0	2	7	7	7	7
Ind403	No	30	1	1082	1	12	3	4	1	533	2	2	83	3	2	1	3	1	6577	19558	0	2	11	3	2	80	0	6	6	3	5	4	4	4
Ind404	No	41	1	645	1	1	3	3	1	534	2	1	49	4	3	1	1	2	8392	19566	1	2	16	3	3	80	1	10	2	3	10	7	0	7
Ind405	No	28	1	1300	2	17	2	2	1	536	3	1	79	3	2	3	1	3	4558	13535	1	2	12	3	4	80	1	10	2	3	10	0	1	8
Ind406	Yes	25	1	688	2	3	3	2	1	538	1	1	91	3	1	3	1	2	4031	9396	5	2	13	3	3	80	1	6	5	3	2	2	0	2
Ind407	No	52	1	319	2	3	3	2	1	543	4	1	39	2	3	4	3	2	7969	19609	2	1	14	3	3	80	0	28	4	3	5	4	0	4
Ind408	No	45	1	192	2	10	2	1	1	544	1	1	69	3	1	2	4	2	2654	9655	3	2	21	4	4	80	2	8	3	2	2	2	0	2
Ind409	No	52	1	1490	2	4	2	1	1	546	4	2	30	3	4	6	4	2	16555	10310	2	2	13	3	4	80	0	31	2	1	5	2	1	4
Ind410	No	42	2	532	2	29	2	1	1	547	1	2	92	3	2	2	3	3	4556	12932	2	2	11	3	2	80	1	19	3	3	5	4	0	2
Ind411	No	30	1	317	2	2	3	1	1	548	3	2	43	1	2	4	4	1	6091	24793	2	2	20	4	3	80	0	11	2	3	5	4	0	2
Ind412	No	60	1	422	2	7	3	1	1	549	1	2	41	3	5	6	1	2	19566	3854	5	2	11	3	4	80	0	33	5	1	29	8	11	10
Ind413	No	46	1	1485	2	18	3	2	1	550	3	2	87	3	2	4	3	3	4810	26314	2	2	14	3	3	80	1	19	5	2	10	7	0	8
Ind414	No	42	2	1368	2	28	4	4	1	551	4	2	88	2	2	5	4	2	4523	4386	0	2	11	3	4	80	3	7	4	4	6	5	0	4
Ind415	Yes	24	1	1448	1	1	1	4	1	554	1	2	62	3	1	7	2	1	3202	21972	1	1	16	3	2	80	0	6	4	3	5	3	1	4
Ind416	Yes	34	2	296	1	6	2	3	1	555	4	2	33	1	1	7	3	3	2351	12253	0	2	16	3	4	80	1	3	3	2	2	2	1	0
Ind417	No	38	2	1490	2	2	2	1	1	556	4	1	42	3	1	3	4	2	1702	12106	1	1	23	4	3	80	1	1	3	3	1	0	0	0
Ind418	No	40	1	1398	1	2	4	1	1	558	3	2	79	3	5	6	3	2	18041	13022	0	2	14	3	4	80	0	21	2	3	20	15	1	12
Ind419	No	26	1	1349	2	23	3	1	1	560	1	2	90	3	1	2	4	3	2886	3032	1	2	22	4	2	80	2	3	3	1	3	2	0	2
Ind420	No	30	3	1400	2	3	3	1	1	562	3	1	53	3	1	3	4	2	2097	16734	4	2	15	3	3	80	1	9	3	1	5	3	1	4
Ind421	No	29	1	986	2	3	4	2	1	564	2	1	93	2	3	8	3	2	11935	21526	1	2	18	3	3	80	0	10	2	3	10	2	0	7
Ind422	Yes	29	1	408	2	25	5	4	1	565	3	2	71	2	1	2	2	2	2546	18300	5	2	16	3	2	80	0	6	2	4	2	2	1	1
Ind423	Yes	19	1	489	3	2	2	4	1	566	1	1	52	2	1	9	4	1	2564	18437	1	2	12	3	3	80	0	1	3	4	1	0	0	0
Ind424	No	30	3	1398	1	22	4	6	1	567	3	2	69	3	3	1	1	2	8412	2890	0	2	11	3	3	80	0	10	3	3	9	8	7	8
Ind425	No	57	1	210	1	29	3	3	1	568	1	1	56	2	4	6	4	3	14118	22102	3	2	12	3	3	80	1	32	3	2	1	0	0	0
Ind426	No	50	1	1099	2	29	4	1	1	569	2	1	88	2	4	6	3	2	17046	9314	0	2	15	3	2	80	1	28	2	3	27	10	15	7
Ind427	No	30	3	1116	2	2	3	2	1	571	3	2	49	3	1	3	4	1	2564	7181	0	2	14	3	3	80	0	12	2	2	11	7	6	7
Ind428	No	60	2	1499	1	28	3	3	1	573	3	2	80	2	3	1	1	2	10266	2845	4	2	19	3	4	80	0	22	5	4	18	13	13	11
Ind429	No	47	1	983	2	2	2	2	1	574	1	2	65	3	2	4	4	3	5070	7389	5	2	13	3	3	80	3	20	2	3	5	0	0	4
Ind430	No	46	1	1009	2	2	3	1	1	575	1	1	51	3	4	8	3	2	17861	2288	6	2	13	3	3	80	0	26	2	1	3	2	0	1
Ind431	No	35	1	144	2	22	3	1	1	577	4	1	46	1	1	3	3	1	4230	19225	0	2	15	3	3	80	0	6	2	3	5	4	4	3
Ind432	No	54	1	548	2	8	4	1	1	578	3	2	42	3	2	3	3	1	3780	23428	7	2	11	3	3	80	0	19	3	3	1	0	0	0
Ind433	No	34	1	1303	2	2	4	1	1	579	4	1	62	2	1	2	3	3	2768	8416	3	2	12	3	3	80	1	14	3	3	7	3	5	7
Ind434	No	46	1	1125	1	10	3	3	1	580	3	2	94	2	3	1	4	2	9071	11563	2	1	19	3	3	80	1	15	3	3	3	2	1	2
Ind435	No	31	1	1274	2	9	1	1	1	581	3	1	33	3	3	4	2	3	10648	14394	1	2	25	4	4	80	1	13	6	4	13	8	0	8
Ind436	Yes	33	1	1277	2	15	1	2	1	582	2	1	56	3	3	6	3	2	13610	24619	7	1	12	3	4	80	0	15	2	4	7	6	7	7
Ind437	Yes	33	1	587	2	10	1	2	1	584	1	1	38	1	1	3	4	3	3408	6705	7	2	13	3	1	80	3	8	2	3	4	3	1	3
Ind438	No	30	1	413	1	7	1	3	1	585	4	1	57	3	1	7	2	1	2983	18398	0	2	14	3	1	80	0	4	3	3	3	2	1	2
Ind439	No	35	1	1276	2	16	3	1	1	586	4	1	72	3	3	5	3	2	7632	14295	4	1	12	3	3	80	0	10	2	3	8	7	0	0
Ind440	Yes	31	2	534	2	20	3	1	1	587	1	1	66	3	3	5	3	2	9824	22908	3	2	12	3	1	80	0	12	2	3	1	0	0	0
Ind441	Yes	34	2	988	3	23	3	5	1	590	2	2	43	3	3	9	1	3	9950	11533	9	1	15	3	3	80	3	11	2	3	3	2	0	2
Ind442	No	42	2	1474	2	5	2	6	1	591	2	1	97	3	1	3	3	2	2093	9260	4	2	17	3	4	80	1	8	4	3	2	2	2	0
Ind443	No	36	3	635	1	10	4	2	1	592	2	1	32	3	3	1	4	1	9980	15318	1	2	14	3	4	80	0	10	3	2	10	3	9	7
Ind444	Yes	22	2	1368	2	4	1	4	1	593	3	1	99	2	1	3	3	1	3894	9129	5	2	16	3	3	80	0	4	3	3	2	2	1	2
Ind445	No	48	1	163	1	2	5	3	1	595	2	2	37	3	2	1	4	2	4051	19658	2	2	14	3	1	80	1	14	2	3	9	7	6	7
Ind446	No	55	1	1117	1	18	5	1	1	597	1	2	83	3	4	6	2	1	16835	9873	3	2	23	4	4	80	0	37	2	3	10	9	7	7
Ind447	No	41	3	267	1	10	2	1	1	599	4	1	56	3	2	1	4	1	6230	13430	7	2	14	3	4	80	0	16	3	3	14	3	1	10
Ind448	No	35	1	619	1	1	3	3	1	600	2	1	85	3	2	1	3	2	4717	18659	9	2	11	3	3	80	0	15	2	3	11	9	6	9
Ind449	No	40	1	302	2	6	3	1	1	601	2	2	75	3	4	4	3	1	13237	20364	7	2	15	3	3	80	0	22	3	3	20	6	5	13
Ind450	No	39	2	443	2	8	1	1	1	602	3	2	48	3	1	3	3	2	3755	17872	1	2	11	3	1	80	1	8	3	3	8	3	0	7
Ind451	No	31	1	828	1	2	1	1	1	604	2	1	77	3	2	1	4	1	6582	8346	4	1	13	3	3	80	0	10	2	4	6	5	0	5
Ind452	No	42	1	319	2	24	3	2	1	605	4	1	56	3	3	4	1	2	7406	6950	1	1	21	4	4	80	1	10	5	2	10	9	5	8
Ind453	No	45	1	561	1	2	3	6	1	606	4	1	61	3	2	1	2	2	4805	16177	0	2	19	3	2	80	1	9	3	4	8	7	3	7
Ind454	Yes	26	2	426	3	17	4	1	1	608	2	2	58	3	1	9	3	3	2741	22808	0	1	11	3	2	80	1	8	2	2	7	7	1	0
Ind455	No	29	1	232	2	19	3	4	1	611	4	1	34	3	2	4	4	3	4262	22645	4	2	12	3	2	80	2	8	2	4	3	2	1	2
Ind456	No	33	1	922	2	1	5	2	1	612	1	2	95	4	4	8	3	3	16184	22578	4	2	19	3	3	80	1	10	2	3	6	1	0	5
Ind457	No	31	1	688	1	7	3	1	1	613	3	1	44	2	3	6	4	3	11557	25291	9	2	21	4	3	80	1	10	3	2	5	4	0	1
Ind458	Yes	18	2	1306	1	5	3	3	1	614	2	1	69	3	1	7	2	1	1878	8059	1	1	14	3	4	80	0	0	3	3	0	0	0	0
Ind459	No	40	3	1094	1	28	3	6	1	615	3	1	58	1	3	1	1	3	10932	11373	3	2	15	3	3	80	1	20	2	3	1	0	0	1
Ind460	No	41	3	509	2	2	4	6	1	616	1	2	62	2	2	5	3	1	6811	2112	2	1	17	3	1	80	0	10	3	3	8	7	0	7
Ind461	No	26	1	775	1	29	2	2	1	618	1	1	45	3	2	1	3	3	4306	4267	5	2	12	3	1	80	2	8	5	3	0	0	0	0
Ind462	No	35	1	195	1	1	3	2	1	620	1	2	80	3	2	1	3	1	4859	6698	1	2	16	3	4	80	0	5	3	3	5	4	0	3
Ind463	No	34	1	258	1	21	4	1	1	621	4	1	74	4	2	1	4	1	5337	19921	1	2	12	3	4	80	0	10	3	3	10	7	5	7
Ind464	Yes	26	1	471	2	24	3	4	1	622	3	1	66	1	1	3	4	1	2340	23213	1	1	18	3	2	80	0	1	3	1	1	0	0	0
Ind465	No	37	1	799	2	1	3	4	1	623	2	2	59	3	3	4	4	1	7491	23848	4	2	17	3	4	80	0	12	3	4	6	5	1	2
Ind466	No	46	2	1034	2	18	1	2	1	624	1	2	86	3	3	5	3	2	10527	8984	5	2	11	3	4	80	0	28	3	2	2	2	1	2
Ind467	No	41	1	1276	1	2	5	1	1	625	2	2	91	3	4	6	1	2	16595	5626	7	2	16	3	2	80	1	22	2	3	18	16	11	8
Ind468	No	37	3	142	1	9	4	2	1	626	1	1	69	3	3	1	2	3	8834	24666	1	2	13	3	4	80	1	9	6	3	9	5	7	7
Ind469	No	52	1	956	2	6	2	4	1	630	4	1	78	3	2	2	1	3	5577	22087	3	1	12	3	2	80	2	18	3	3	10	9	6	9
Ind470	Yes	32	3	1474	1	11	4	6	1	631	4	1	60	4	2	1	3	2	4707	23914	8	2	12	3	4	80	0	6	2	3	4	2	1	2
Ind471	No	24	2	535	1	24	3	2	1	632	4	1	38	3	1	7	4	2	2400	5530	0	2	13	3	3	80	2	3	3	3	2	2	2	1
Ind472	No	38	1	1495	2	10	3	2	1	634	3	2	76	3	2	5	3	2	9824	22174	3	2	19	3	3	80	1	18	4	3	1	0	0	0
Ind473	No	37	1	446	2	1	4	1	1	635	2	2	65	3	2	4	2	2	6447	15701	6	2	12	3	2	80	1	8	2	2	6	5	4	3
Ind474	No	49	1	1245	2	18	4	1	1	638	4	1	58	2	5	8	3	3	19502	2125	1	1	17	3	3	80	1	31	5	3	31	9	0	9
Ind475	No	24	1	691	2	23	3	2	1	639	2	1	89	4	1	2	4	2	2725	21630	1	1	11	3	2	80	2	6	3	3	6	5	1	4
Ind476	No	26	1	703	1	28	2	3	1	641	1	1	66	3	2	1	2	2	6272	7428	1	2	20	4	4	80	2	6	5	4	5	3	1	4
Ind477	No	24	1	823	2	17	2	6	1	643	4	1	94	2	1	3	2	2	2127	9100	1	2	21	4	4	80	1	1	2	3	1	0	0	0
Ind478	No	50	2	1246	3	3	3	2	1	644	1	1	99	3	5	6	2	2	18200	7999	1	2	11	3	3	80	1	32	2	3	32	5	10	7
Ind479	No	25	1	622	1	13	1	2	1	645	2	1	40	3	1	7	3	2	2096	26376	1	2	11	3	3	80	0	7	1	3	7	4	0	6
Ind480	Yes	24	2	1287	2	7	3	1	1	647	1	2	55	3	1	3	3	2	2886	14168	1	1	16	3	4	80	1	6	4	3	6	3	1	2
Ind481	Yes	30	2	448	1	12	4	1	1	648	2	1	74	2	1	7	1	2	2033	14470	1	2	18	3	3	80	1	1	2	4	1	0	0	0
Ind482	No	34	1	254	2	1	2	1	1	649	2	1	83	2	1	2	4	2	3622	22794	1	1	13	3	4	80	1	6	3	3	6	5	1	3
Ind483	Yes	31	1	1365	1	13	4	2	1	650	2	1	46	3	2	1	1	3	4233	11512	2	2	17	3	3	80	0	9	2	1	3	1	1	2
Ind484	No	35	1	538	2	25	2	6	1	652	1	1	54	2	2	3	4	1	3681	14004	4	2	14	3	4	80	0	9	3	3	3	2	0	2
Ind485	No	31	1	525	1	6	4	2	1	653	1	1	66	4	2	1	4	3	5460	6219	4	2	22	4	4	80	2	13	4	4	7	7	5	7
Ind486	No	27	1	798	2	6	4	2	1	655	1	2	66	2	1	2	3	3	2187	5013	0	2	12	3	3	80	2	6	5	2	5	3	0	3
Ind487	No	37	1	558	1	2	3	3	1	656	4	1	75	3	2	1	3	2	9602	3010	4	1	11	3	3	80	1	17	3	2	3	0	1	0
Ind488	No	20	1	959	2	1	3	1	1	657	4	2	83	2	1	2	2	1	2836	11757	1	2	13	3	4	80	0	1	0	4	1	0	0	0
Ind489	No	42	1	622	2	2	4	1	1	659	3	2	81	3	2	5	4	2	4089	5718	1	2	13	3	2	80	2	10	4	3	10	2	2	2
Ind490	No	43	1	782	2	6	4	6	1	661	2	1	50	2	4	8	4	3	16627	2671	4	1	14	3	3	80	1	21	3	2	1	0	0	0
Ind491	No	38	1	362	2	1	1	1	1	662	3	2	43	3	1	2	1	1	2619	14561	3	2	17	3	4	80	0	8	3	2	0	0	0	0
Ind492	No	43	2	1001	2	9	5	2	1	663	4	1	72	3	2	3	3	3	5679	19627	3	1	13	3	2	80	1	10	3	3	8	7	4	7
Ind493	No	48	1	1236	2	1	4	1	1	664	4	2	40	2	4	6	1	2	15402	17997	7	2	11	3	1	80	1	21	3	1	3	2	0	2
Ind494	No	44	1	1112	3	1	4	1	1	665	1	2	50	2	2	9	3	1	5985	26894	4	2	11	3	2	80	0	10	1	4	2	2	0	2
Ind495	No	34	1	204	1	14	3	4	1	666	3	2	31	3	1	7	3	3	2579	2912	1	1	18	3	4	80	2	8	3	3	8	2	0	6
Ind496	Yes	27	1	1420	1	2	1	3	1	667	3	1	85	3	1	7	1	3	3041	16346	0	2	11	3	2	80	1	5	3	3	4	3	0	2
Ind497	No	21	1	1343	1	22	1	4	1	669	3	1	49	3	1	7	3	1	3447	24444	1	2	11	3	3	80	0	3	2	3	3	2	1	2
Ind498	No	44	1	1315	2	3	4	6	1	671	4	1	35	3	5	6	4	2	19513	9358	4	1	12	3	1	80	1	26	2	4	2	2	0	1
Ind499	No	22	1	604	2	6	1	2	1	675	1	1	69	3	1	2	3	2	2773	12145	0	2	20	4	4	80	0	3	3	3	2	2	2	2
Ind500	No	33	1	1216	1	8	4	3	1	677	3	1	39	3	2	1	3	3	7104	20431	0	2	12	3	4	80	0	6	3	3	5	0	1	2
Ind501	No	32	1	646	2	9	4	1	1	679	1	2	92	3	2	2	4	2	6322	18089	1	1	12	3	4	80	1	6	2	2	6	4	0	5
Ind502	No	30	2	160	2	3	3	2	1	680	3	2	71	3	1	2	3	3	2083	22653	1	2	20	4	3	80	1	1	2	3	1	0	0	0
Ind503	No	53	1	238	1	1	1	2	1	682	4	2	34	3	2	1	1	1	8381	7507	7	2	20	4	4	80	0	18	2	4	14	7	8	10
Ind504	No	34	1	1397	2	1	5	1	1	683	2	1	42	3	1	2	4	2	2691	7660	1	2	12	3	4	80	1	10	4	2	10	9	8	8
Ind505	Yes	45	2	306	1	26	4	1	1	684	1	2	100	3	2	1	1	2	4286	5630	2	2	14	3	4	80	2	5	4	3	1	1	0	0
Ind506	No	26	1	991	2	6	3	1	1	686	3	2	71	3	1	3	4	2	2659	17759	1	1	13	3	3	80	1	3	2	3	3	2	0	2
Ind507	No	37	1	482	2	3	3	6	1	689	3	1	36	3	3	4	3	2	9434	9606	1	2	15	3	3	80	1	10	2	3	10	7	7	8
Ind508	No	29	1	1176	1	3	2	2	1	690	2	2	62	3	2	1	3	2	5561	3487	1	2	14	3	1	80	1	6	5	2	6	0	1	2
Ind509	No	35	1	1017	2	6	4	1	1	691	2	1	82	1	2	2	4	1	6646	19368	1	2	13	3	2	80	0	17	3	3	17	11	11	8
Ind510	No	33	2	1296	2	6	3	1	1	692	3	1	30	3	2	5	4	3	7725	5335	3	2	23	4	3	80	1	15	2	1	13	11	4	7
Ind511	No	54	1	397	3	19	4	2	1	698	3	1	88	3	3	9	2	2	10725	6729	2	2	15	3	3	80	1	16	1	4	9	7	7	1
Ind512	No	36	1	913	2	9	2	2	1	699	2	1	48	2	2	4	2	3	8847	13934	2	1	11	3	3	80	1	13	2	3	3	2	0	2
Ind513	No	27	1	1115	2	3	4	2	1	700	1	1	54	2	1	2	4	1	2045	15174	0	2	13	3	4	80	0	5	0	3	4	2	1	1
Ind514	Yes	20	1	1362	2	10	1	2	1	701	4	1	32	3	1	2	3	1	1009	26999	1	1	11	3	4	80	0	1	5	3	1	0	1	1
Ind515	Yes	33	2	1076	2	3	3	1	1	702	1	1	70	3	1	2	1	1	3348	3164	1	1	11	3	1	80	0	10	3	3	10	8	9	7
Ind516	No	35	3	727	2	3	3	1	1	704	3	1	41	2	1	3	3	2	1281	16900	1	2	18	3	3	80	2	1	3	3	1	0	0	0
Ind517	No	23	1	885	2	4	3	2	1	705	1	1	58	4	1	2	1	2	2819	8544	2	2	16	3	1	80	1	5	3	4	3	2	0	2
Ind518	No	25	1	810	1	8	3	1	1	707	4	1	57	4	2	1	2	2	4851	15678	0	2	22	4	3	80	1	4	4	3	3	2	1	2
Ind519	No	38	1	243	1	7	4	3	1	709	4	2	46	2	2	1	4	1	4028	7791	0	2	20	4	1	80	0	8	2	3	7	7	0	5
Ind520	No	29	2	806	2	1	4	1	1	710	2	1	76	1	1	2	4	3	2720	18959	1	2	18	3	4	80	1	10	5	3	10	7	2	8
Ind521	No	48	1	817	1	2	1	3	1	712	2	1	56	4	2	1	2	2	8120	18597	3	2	12	3	4	80	0	12	3	3	2	2	2	2
Ind522	No	27	2	1410	1	3	1	2	1	714	4	2	71	4	2	1	4	3	4647	16673	1	1	20	4	2	80	2	6	3	3	6	5	0	4
Ind523	No	37	1	1225	2	10	2	1	1	715	4	1	80	4	1	2	4	1	4680	15232	3	2	17	3	1	80	0	4	2	3	1	0	0	0
Ind524	No	50	1	1207	2	28	1	2	1	716	4	1	74	4	1	3	3	2	3221	3297	1	1	11	3	3	80	3	20	3	3	20	8	3	8
Ind525	No	34	1	1442	2	9	3	2	1	717	4	2	46	2	3	5	2	1	8621	17654	1	2	14	3	2	80	0	9	3	4	8	7	7	7
Ind526	Yes	24	1	693	1	3	2	1	1	720	1	2	65	3	2	1	3	1	4577	24785	9	2	14	3	1	80	0	4	3	3	2	2	2	0
Ind527	No	39	1	408	2	2	4	4	1	721	4	2	80	2	2	5	3	1	4553	20978	1	2	11	3	1	80	0	20	4	3	20	7	11	10
Ind528	No	32	1	929	1	10	3	3	1	722	4	1	55	3	2	1	4	1	5396	21703	1	2	12	3	4	80	0	10	2	2	10	7	0	8
Ind529	Yes	50	2	562	1	8	2	4	1	723	2	1	50	3	2	1	3	2	6796	23452	3	1	14	3	1	80	1	18	4	3	4	3	1	3
Ind530	No	38	1	827	2	1	4	1	1	724	2	2	33	4	2	5	4	1	7625	19383	0	2	13	3	3	80	0	10	4	2	9	7	1	8
Ind531	No	27	1	608	2	1	2	1	1	725	3	2	68	3	3	4	1	2	7412	6009	1	2	11	3	4	80	0	9	3	3	9	7	0	7
Ind532	No	32	1	1018	2	3	2	1	1	727	3	2	39	3	3	8	4	1	11159	19373	3	2	15	3	4	80	0	10	6	3	7	7	7	7
Ind533	No	47	1	703	1	14	4	3	1	728	4	1	42	3	2	1	1	1	4960	11825	2	2	12	3	4	80	0	20	2	3	7	7	1	7
Ind534	No	40	2	580	1	5	4	1	1	729	4	1	48	2	3	1	1	2	10475	23772	5	1	21	4	3	80	1	20	2	3	18	13	1	12
Ind535	No	53	1	970	2	7	3	1	1	730	3	1	59	4	4	8	3	2	14814	13514	3	2	19	3	3	80	0	32	3	3	5	1	1	3
Ind536	No	41	1	427	3	10	4	5	1	731	2	1	73	2	5	6	4	3	19141	8861	3	2	15	3	2	80	3	23	2	2	21	6	12	6
Ind537	No	60	1	1179	1	16	4	3	1	732	1	1	84	3	2	1	1	1	5405	11924	8	2	14	3	4	80	0	10	1	3	2	2	2	2
Ind538	No	27	2	294	2	10	2	1	1	733	4	1	32	3	3	4	1	3	8793	4809	1	2	21	4	3	80	2	9	4	2	9	7	1	7
Ind539	No	41	1	314	3	1	3	5	1	734	4	1	59	2	5	6	3	2	19189	19562	1	2	12	3	2	80	1	22	3	3	22	7	2	10
